Address,Price,Links,Dates,Details,City
"8907 Swan River Street, Littleton, CO 80125","$838,950 ",https://www.zillow.com/homedetails/8907-Swan-River-St-Littleton-CO-80125/331678019_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-23,"5 bds5 ba4,080 sqft",Littleton
"526 E Hinsdale Avenue, Littleton, CO 80122","$660,000 ",https://www.zillow.com/homedetails/526-E-Hinsdale-Ave-Littleton-CO-80122/247460604_zpid/,"Price cut: $10,000 (Aug 21) From 2023-08-23","2 bds3 ba1,760 sqft",Littleton
"6981 N Buckskin Drive, Littleton, CO 80125","$650,000 ",https://www.zillow.com/homedetails/6981-Buckskin-Dr-Littleton-CO-80125/249983066_zpid/,"Price cut: $25,000 (Aug 11) From 2023-08-23","4 bds4 ba2,600 sqft",Littleton
"8 Maclean Drive, Littleton, CO 80123","$1,570,000 ",https://www.zillow.com/homedetails/8-Maclean-Dr-Littleton-CO-80123/13155144_zpid/,3D Tour From 2023-08-23,"4 bds5 ba4,797 sqft",Littleton
"6043 S Lamar Drive, Littleton, CO 80123","$700,000 ",https://www.zillow.com/homedetails/6043-S-Lamar-Dr-Littleton-CO-80123/13822530_zpid/,"Price cut: $25,000 (Jul 26) From 2023-08-23","5 bds2 ba2,061 sqft",Littleton
"5795 S Fox St, Littleton, CO 80120","$675,000 ",https://www.zillow.com/homedetails/5795-S-Fox-St-Littleton-CO-80120/13150940_zpid/,"Price cut: $20,000 (Aug 8) From 2023-08-23","4 bds2 ba2,700 sqft",Littleton
"8347 S Upham Way Unit 101, Littleton, CO 80128","$365,000 ",https://www.zillow.com/homedetails/8347-S-Upham-Way-APT-101-Littleton-CO-80128/13842731_zpid/,41 days on Zillow From 2023-08-23,2 bds2 ba900 sqft,Littleton
"7252 S Sundown Circle, Littleton, CO 80120","$1,295,000 ",https://www.zillow.com/homedetails/7252-S-Sundown-Cir-Littleton-CO-80120/13165252_zpid/,"Price cut: $30,000 (Aug 16) From 2023-08-23","5 bds4 ba5,679 sqft",Littleton
"6505 Warriors Run, Littleton, CO 80125","$1,525,000 ",https://www.zillow.com/homedetails/6505-Warriors-Run-Littleton-CO-80125/13488473_zpid/,3D Tour From 2023-08-23,"5 bds4 ba6,516 sqft",Littleton
"8855 Swan River Street, Littleton, CO 80125","$903,950 ",https://www.zillow.com/homedetails/8855-Swan-River-St-Littleton-CO-80125/331677602_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-23,"5 bds4 ba4,129 sqft",Littleton
"7227 S Newland Street, Littleton, CO 80128","$1,100,000 ",https://www.zillow.com/homedetails/7227-S-Newland-St-Littleton-CO-80128/13823849_zpid/,"Price cut: $25,000 (Aug 3) From 2023-08-23","6 bds4 ba3,758 sqft",Littleton
"8522 S Miller Court, Littleton, CO 80127","$825,000 ",https://www.zillow.com/homedetails/8522-S-Miller-Ct-Littleton-CO-80127/13844311_zpid/,"Price cut: $24,900 (Aug 10) From 2023-08-23","5 bds4 ba3,528 sqft",Littleton
"11053 Bright Sky Circle, Littleton, CO 80125","$1,032,125 ",https://www.zillow.com/homedetails/11053-Bright-Sky-Cir-Littleton-CO-80125/331683816_zpid/,43 days on Zillow From 2023-08-23,"4 bds3 ba5,067 sqft",Littleton
"8101 Adams Fork Avenue, Littleton, CO 80125","$890,000 ",https://www.zillow.com/homedetails/8101-Adams-Fork-Ave-Littleton-CO-80125/300015581_zpid/,44 days on Zillow From 2023-08-23,"5 bds3 ba3,621 sqft",Littleton
"Fairfield Plan, Sterling Ranch Apex Collection","$604,990+",https://www.zillow.com/community/sterling-ranch-apex-collection/2060271183_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-23,"4 bds4 ba2,291 sqft",Littleton
"248 W Jamison Court, Littleton, CO 80120","$699,000 ",https://www.zillow.com/homedetails/248-W-Jamison-Ct-Littleton-CO-80120/247467179_zpid/,3D Tour From 2023-08-23,"4 bds4 ba2,276 sqft",Littleton
"520 E Fremont Place, Centennial, CO 80122","$769,500 ",https://www.zillow.com/homedetails/520-E-Fremont-Pl-Centennial-CO-80122/247460639_zpid/,47 days on Zillow From 2023-08-23,"4 bds3 ba2,968 sqft",Littleton
"7190 S Prince Street, Littleton, CO 80120","$2,499,000 ",https://www.zillow.com/homedetails/7190-S-Prince-St-Littleton-CO-80120/99644431_zpid/,48 days on Zillow From 2023-08-23,"4 bds3 ba3,831 sqft",Littleton
"1590 W Briarwood Avenue, Littleton, CO 80120","$650,000 ",https://www.zillow.com/homedetails/1590-W-Briarwood-Ave-Littleton-CO-80120/13166106_zpid/,"Price cut: $25,000 (Aug 10) From 2023-08-23","5 bds4 ba3,333 sqft",Littleton
"8801 Swan River Street, Littleton, CO 80125","$873,950 ",https://www.zillow.com/homedetails/8801-Swan-River-St-Littleton-CO-80125/331677614_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-23,"5 bds5 ba4,746 sqft",Littleton
"6516 W Long Drive, Littleton, CO 80123","$1,250,000 ",https://www.zillow.com/homedetails/6516-W-Long-Dr-Littleton-CO-80123/13812257_zpid/,49 days on Zillow From 2023-08-23,"4 bds3 ba4,152 sqft",Littleton
"8008 Adams Fork Avenue, Littleton, CO 80125","$735,000 ",https://www.zillow.com/homedetails/8008-Adams-Fork-Ave-Littleton-CO-80125/300014038_zpid/,"Price cut: $15,000 (Aug 2) From 2023-08-23","4 bds4 ba3,598 sqft",Littleton
"8092 Mt. Princeton Street, Littleton, CO 80125","$660,000 ",https://www.zillow.com/homedetails/8092-Mount-Princeton-St-Littleton-CO-80125/2056604463_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-23,"3 bds2 ba2,701 sqft",Littleton
"8885 Swan River Street, Littleton, CO 80125","$799,950 ",https://www.zillow.com/homedetails/8885-Swan-River-St-Littleton-CO-80125/331677699_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-23,"4 bds4 ba3,860 sqft",Littleton
"11373 W San Juan Range Road, Littleton, CO 80127","$685,000 ",https://www.zillow.com/homedetails/11373-San-Juan-Range-Rd-Littleton-CO-80127/13831984_zpid/,52 days on Zillow From 2023-08-23,"2 bds3 ba2,248 sqft",Littleton
"7314 S Crescent Drive, Littleton, CO 80120","$974,999 ",https://www.zillow.com/homedetails/7314-S-Crescent-Dr-Littleton-CO-80120/13167160_zpid/,"Price cut: $15,000 (Aug 10) From 2023-08-23","4 bds3 ba3,536 sqft",Littleton
"6281 W Arbor Avenue, Littleton, CO 80123","$740,000 ",https://www.zillow.com/homedetails/6281-W-Arbor-Ave-Littleton-CO-80123/13822676_zpid/,"Price cut: $10,000 (Aug 3) From 2023-08-23","4 bds3 ba2,737 sqft",Littleton
"8477 Arriba Drive, Littleton, CO 80125","$704,990 ",https://www.zillow.com/homedetails/8477-Arriba-Dr-Littleton-CO-80125/2056809024_zpid/,Open: Monday - Saturday... From 2023-08-23,"4 bds3 ba2,588 sqft",Littleton
"6871 S Prince Circle, Littleton, CO 80120","$775,000 ",https://www.zillow.com/homedetails/6871-S-Prince-Cir-Littleton-CO-80120/13166747_zpid/,"Price cut: $24,900 (Aug 17) From 2023-08-23","5 bds4 ba2,622 sqft",Littleton
"7317 W Fremont Drive, Littleton, CO 80128","$599,000 ",https://www.zillow.com/homedetails/7317-W-Fremont-Dr-Littleton-CO-80128/13825994_zpid/,20 days on Zillow From 2023-08-23,"4 bds2 ba1,848 sqft",Littleton
"9824 Falcon Lane, Littleton, CO 80125","$577,000 ",https://www.zillow.com/homedetails/9824-Falcon-Ln-Littleton-CO-80125/55814479_zpid/,20 days on Zillow From 2023-08-23,"4 bds3 ba2,300 sqft",Littleton
"4681 W Hanoverian Way, Littleton, CO 80128","$3,999,999 ",https://www.zillow.com/homedetails/4681-W-Hanoverian-Way-Littleton-CO-80128/99661236_zpid/,3D Tour From 2023-08-23,"6 bds8 ba8,355 sqft",Littleton
"5804 W Rowland Place, Littleton, CO 80128","$699,000 ",https://www.zillow.com/homedetails/5804-W-Rowland-Pl-Littleton-CO-80128/13824059_zpid/,3D Tour From 2023-08-23,"4 bds3 ba2,295 sqft",Littleton
"7493 S Quail Circle Unit 933, Littleton, CO 80127","$390,500 ",https://www.zillow.com/homedetails/7493-S-Quail-Cir-APT-933-Littleton-CO-80127/61477189_zpid/,21 days on Zillow From 2023-08-23,"2 bds2 ba1,035 sqft",Littleton
"8331 S Cody Way, Littleton, CO 80128","$685,000 ",https://www.zillow.com/homedetails/8331-S-Cody-Way-Littleton-CO-80128/334526583_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-23,"3 bds2 ba2,612 sqft",Littleton
"8372 S Cody Way, Littleton, CO 80128","$742,900 ",https://www.zillow.com/homedetails/8372-S-Cody-Way-Littleton-CO-80128/337566435_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-23,"3 bds2 ba3,357 sqft",Littleton
"8362 S Cody Way, Littleton, CO 80128","$782,900 ",https://www.zillow.com/homedetails/8362-S-Cody-Way-Littleton-CO-80128/337566501_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-23,"3 bds2 ba3,828 sqft",Littleton
"8506 S Coco Avenue, Littleton, CO 80128","$790,000 ",https://www.zillow.com/homedetails/8506-W-Coco-Ave-Littleton-CO-80128/2056178282_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-23,"3 bds3 ba4,334 sqft",Littleton
"8186 Maple Drive, Littleton, CO 80125","$760,000 ",https://www.zillow.com/homedetails/8186-Maple-Dr-Littleton-CO-80125/13434370_zpid/,3D Tour From 2023-08-23,"4 bds3 ba3,317 sqft",Littleton
"8115 Mount Ouray Road, Littleton, CO 80125","$839,500 ",https://www.zillow.com/homedetails/8115-Mount-Ouray-Rd-Littleton-CO-80125/331683932_zpid/,3D Tour From 2023-08-23,"4 bds4 ba4,119 sqft",Littleton
"8329 S Independence Circle Unit 204, Littleton, CO 80128","$409,900 ",https://www.zillow.com/homedetails/8329-S-Independence-Cir-UNIT-204-Littleton-CO-80128/51408605_zpid/,3D Tour From 2023-08-23,2 bds2 ba997 sqft,Littleton
"8917 Swan River Street, Littleton, CO 80125","$828,950 ",https://www.zillow.com/homedetails/8917-Swan-River-St-Littleton-CO-80125/331677664_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-23,"5 bds3 ba3,874 sqft",Littleton
"Irvington Plan, Village Cooperative of Chatfield (Active Adults 62+)","$285,000+",https://www.zillow.com/community/village-cooperative-of-chatfield-active-adults-62/2080863147_zpid/,Open: M: 9:00 AM-5:00 P... From 2023-08-23,"2 bds2 ba1,568 sqft",Littleton
"6425 W Leawood Drive, Littleton, CO 80123","$625,000 ",https://www.zillow.com/homedetails/6425-W-Leawood-Dr-Littleton-CO-80123/13822370_zpid/,23 days on Zillow From 2023-08-23,"4 bds3 ba2,527 sqft",Littleton
"6250 W Maplewood Place, Littleton, CO 80123","$599,000 ",https://www.zillow.com/homedetails/6250-W-Maplewood-Pl-Littleton-CO-80123/13822623_zpid/,3D Tour From 2023-08-23,"5 bds4 ba2,486 sqft",Littleton
"8017 Galileo Way, Littleton, CO 80125","$3,750,000 ",https://www.zillow.com/homedetails/8017-Galileo-Way-Littleton-CO-80125/108394346_zpid/,26 days on Zillow From 2023-08-23,"5 bds6 ba6,013 sqft",Littleton
"7558 S Holland Court, Littleton, CO 80128","$584,900 ",https://www.zillow.com/homedetails/7558-S-Holland-Ct-Littleton-CO-80128/13832862_zpid/,"Price cut: $5,000 (Aug 18) From 2023-08-23","4 bds2 ba2,638 sqft",Littleton
"5683 S Lowell Boulevard, Littleton, CO 80123","$415,000 ",https://www.zillow.com/homedetails/5683-S-Lowell-Blvd-Littleton-CO-80123/13154222_zpid/,26 days on Zillow From 2023-08-23,"3 bds4 ba2,194 sqft",Littleton
"6425 Warriors Run, Littleton, CO 80125","$895,000 ",https://www.zillow.com/homedetails/6425-Warriors-Run-Littleton-CO-80125/13488478_zpid/,"Price cut: $130,000 (Aug 10) From 2023-08-23","3 bds4 ba4,711 sqft",Littleton
"4243 W Pondview Place, Littleton, CO 80123","$940,000 ",https://www.zillow.com/homedetails/4243-W-Pondview-Pl-Littleton-CO-80123/13154290_zpid/,"Price cut: $10,000 (Aug 23) From 2023-08-23","4 bds3 ba2,556 sqft",Littleton
"7971 S Cedar Street, Littleton, CO 80120","$665,000 ",https://www.zillow.com/homedetails/7971-S-Cedar-St-Littleton-CO-80120/13168821_zpid/,3D Tour From 2023-08-23,"4 bds3 ba2,357 sqft",Littleton
"505 Rangeview Drive, Littleton, CO 80120","$2,795,000 ",https://www.zillow.com/homedetails/505-Rangeview-Dr-Littleton-CO-80120/98324057_zpid/,"Price cut: $105,000 (Aug 8) From 2023-08-23","5 bds6 ba5,697 sqft",Littleton
"7460 S Wolff Street, Littleton, CO 80128","$1,260,000 ",https://www.zillow.com/homedetails/7460-S-Wolff-St-Littleton-CO-80128/13167792_zpid/,"Price cut: $40,000 (Aug 15) From 2023-08-23","4 bds4 ba4,852 sqft",Littleton
"7511 Bison Place, Littleton, CO 80125","$800,000 ",https://www.zillow.com/homedetails/7511-Bison-Pl-Littleton-CO-80125/52461070_zpid/,"Price cut: $20,000 (Aug 23) From 2023-08-23","4 bds3 ba3,860 sqft",Littleton
"9040 W Portland Avenue, Littleton, CO 80128","$659,000 ",https://www.zillow.com/homedetails/9040-W-Portland-Ave-Littleton-CO-80128/13826481_zpid/,"Price cut: $20,000 (Aug 20) From 2023-08-23","4 bds3 ba2,248 sqft",Littleton
"7413 S Quail Circle Unit 1417, Littleton, CO 80127","$379,000 ",https://www.zillow.com/homedetails/7413-S-Quail-Cir-APT-1417-Littleton-CO-80127/61477099_zpid/,29 days on Zillow From 2023-08-23,2 bds1 ba963 sqft,Littleton
"Chelton Plan, Sterling Ranch : Monarch Collection Prospect Village II","$812,900+",https://www.zillow.com/community/sterling-ranch-monarch-collection-prospect-village-ii/2063216853_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-23,"4 bds4 ba2,724 sqft",Littleton
"10 Long Spur, Littleton, CO 80127","$849,000 ",https://www.zillow.com/homedetails/10-Long-Spur-Littleton-CO-80127/13830109_zpid/,30 days on Zillow From 2023-08-23,"4 bds3 ba2,534 sqft",Littleton
"8140 Ralston Creek Avenue, Littleton, CO 80125","$730,000 ",https://www.zillow.com/homedetails/8140-Ralston-Creek-Ave-Littleton-CO-80125/300014250_zpid/,30 days on Zillow From 2023-08-23,"3 bds3 ba4,139 sqft",Littleton
"9687 S Deer Creek Canyon Road, Littleton, CO 80127","$625,000 ",https://www.zillow.com/homedetails/9687-S-Deer-Creek-Canyon-Rd-Littleton-CO-80127/13838166_zpid/,30 days on Zillow From 2023-08-23,"3 bds1 ba1,913 sqft",Littleton
"Harrington Plan, Village Cooperative of Chatfield (Active Adults 62+)","$214,000+",https://www.zillow.com/community/village-cooperative-of-chatfield-active-adults-62/2080863152_zpid/,Open: M: 9:00 AM-5:00 P... From 2023-08-23,"2 bds2 ba1,356 sqft",Littleton
"7891 Julsburg Circle, Littleton, CO 80125","$850,000 ",https://www.zillow.com/homedetails/7891-Julsburg-Cir-Littleton-CO-80125/245219499_zpid/,"Price cut: $25,000 (Aug 8) From 2023-08-23","4 bds3 ba3,847 sqft",Littleton
"2896 W Riverwalk Circle Unit A213, Littleton, CO 80123","$465,000 ",https://www.zillow.com/homedetails/2896-W-Riverwalk-Cir-A213-Littleton-CO-80123/54648154_zpid/,"Price cut: $6,200 (Jul 19) From 2023-08-23","2 bds2 ba1,178 sqft",Littleton
"5520 Morning Glory Lane, Littleton, CO 80123","$1,300,000 ",https://www.zillow.com/homedetails/5520-Morning-Glory-Ln-Littleton-CO-80123/13154091_zpid/,"Price cut: $150,000 (Aug 22) From 2023-08-23","7 bds4 ba4,508 sqft",Littleton
"11713 Elk Head Range Road, Littleton, CO 80127","$574,999 ",https://www.zillow.com/homedetails/11713-Elk-Head-Range-Rd-Littleton-CO-80127/13831295_zpid/,Price cut: $1 (Aug 10) From 2023-08-23,"3 bds4 ba1,932 sqft",Littleton
"7449 S Kendall Boulevard, Littleton, CO 80128","$874,997 ",https://www.zillow.com/homedetails/7449-S-Kendall-Blvd-Littleton-CO-80128/13823976_zpid/,3D Tour From 2023-08-23,"4 bds3 ba3,665 sqft",Littleton
"10701 Hondah Drive, Littleton, CO 80127","$1,499,999 ",https://www.zillow.com/homedetails/10701-Hondah-Dr-Littleton-CO-80127/130538925_zpid/,33 days on Zillow From 2023-08-23,"4 bds4 ba4,790 sqft",Littleton
"6428 S Harlan Way, Littleton, CO 80123","$679,000 ",https://www.zillow.com/homedetails/6428-S-Harlan-Way-Littleton-CO-80123/13822764_zpid/,"Price cut: $20,000 (Aug 3) From 2023-08-23","3 bds3 ba2,210 sqft",Littleton
"9830 Banner Peak Street, Littleton, CO 80125","$735,000 ",https://www.zillow.com/homedetails/9830-Banner-Peak-St-Littleton-CO-80125/331683873_zpid/,"Price cut: $17,900 (Jul 23) From 2023-08-23","3 bds3 ba3,325 sqft",Littleton
"6640 S Windermere Street, Littleton, CO 80120","$750,000 ",https://www.zillow.com/homedetails/6640-S-Windermere-St-Littleton-CO-80120/13156845_zpid/,159 days on Zillow From 2023-08-24,"4 bds2 ba2,544 sqft",Littleton
"11492 Stonewash Street, Littleton, CO 80125","$849,900 ",https://www.zillow.com/homedetails/11492-Stonewash-Ln-Littleton-CO-80125/2058498067_zpid/,3D Tour From 2023-08-24,"3 bds4 ba4,025 sqft",Littleton
"8332 Mount Kataka Street, Littleton, CO 80125","$754,990 ",https://www.zillow.com/homedetails/8332-Mount-Kataka-St-Littleton-CO-80125/2058483696_zpid/,Open: Monday - Saturday... From 2023-08-24,"3 bds3 ba3,264 sqft",Littleton
"Terrain Plan, Prospect Village at Sterling Ranch - Townhomes","$479,990+",https://www.zillow.com/community/prospect-village-at-sterling-ranch-townhomes/2058937587_zpid/,Open: Monday - Saturday... From 2023-08-24,"3 bds3 ba1,375 sqft",Littleton
"Foothills Plan, Prospect Village at Sterling Ranch - Townhomes","$489,990+",https://www.zillow.com/community/prospect-village-at-sterling-ranch-townhomes/2058937588_zpid/,Open: Monday - Saturday... From 2023-08-24,"3 bds3 ba1,448 sqft",Littleton
"7858 Raphael Lane, Littleton, CO 80125","$3,295,000 ",https://www.zillow.com/homedetails/7858-Raphael-Ln-Littleton-CO-80125/108383012_zpid/,178 days on Zillow From 2023-08-24,"5 bds7 ba6,474 sqft",Littleton
"8550 Hotchkiss Loop, Littleton, CO 80125","$899,990 ",https://www.zillow.com/homedetails/8550-Hotchkiss-Loop-Littleton-CO-80125/2059144862_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"4 bds3 ba4,177 sqft",Littleton
"7834 S Windermere Circle, Littleton, CO 80120","$629,000 ",https://www.zillow.com/homedetails/7834-S-Windermere-Cir-Littleton-CO-80120/13169345_zpid/,3D Tour From 2023-08-24,"5 bds3 ba2,194 sqft",Littleton
"5950 S Camargo Way, Littleton, CO 80123","$1,275,000 ",https://www.zillow.com/homedetails/5950-S-Camargo-Way-Littleton-CO-80123/13154552_zpid/,203 days on Zillow From 2023-08-24,"5 bds4 ba4,878 sqft",Littleton
"6733 Big Horn Trail, Littleton, CO 80125","$849,000 ",https://www.zillow.com/homedetails/6733-Big-Horn-Trl-Littleton-CO-80125/13488169_zpid/,3D Tour From 2023-08-24,"3 bds4 ba3,851 sqft",Littleton
"Aston Plan, Sterling Ranch Apex Collection","$555,990+",https://www.zillow.com/community/sterling-ranch-apex-collection/2060271185_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"3 bds3 ba1,875 sqft",Littleton
"8525 Big Thompson Street, Littleton, CO 80125","$843,886 ",https://www.zillow.com/homedetails/8525-Big-Thompson-St-Littleton-CO-80125/2059144854_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"3 bds3 ba4,918 sqft",Littleton
"8526 Big Thompson Street, Littleton, CO 80125","$956,759 ",https://www.zillow.com/homedetails/8526-Big-Thompson-St-Littleton-CO-80125/2061764143_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"5 bds4 ba4,351 sqft",Littleton
"8018 Donatello Court, Littleton, CO 80125","$2,295,000 ",https://www.zillow.com/homedetails/8018-Donatello-Ct-Littleton-CO-80125/157719621_zpid/,Video Walkthrough From 2023-08-24,"4 bds3 ba4,361 sqft",Littleton
"8727 Middle Fork Street, Littleton, CO 80125","$719,990 ",https://www.zillow.com/homedetails/8727-Middle-Fork-St-Littleton-CO-80125/2061470838_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"3 bds3 ba3,189 sqft",Littleton
"480 E Fremont Place Unit 410, Centennial, CO 80122","$487,500 ",https://www.zillow.com/homedetails/480-E-Fremont-Pl-UNIT-410-Littleton-CO-80122/319930939_zpid/,125 days on Zillow From 2023-08-24,"3 bds2 ba1,292 sqft",Littleton
"5604 S Prescott Street, Littleton, CO 80120","$1,600,000 ",https://www.zillow.com/homedetails/5604-S-Prescott-St-Littleton-CO-80120/13151836_zpid/,3D Tour From 2023-08-24,"5 bds5 ba4,500 sqft",Littleton
"4664 Ponderosa Trail, Littleton, CO 80125","$1,100,000 ",https://www.zillow.com/homedetails/4664-Ponderosa-Trl-Littleton-CO-80125/13488710_zpid/,"Price cut: $118,000 (Aug 1) From 2023-08-24","4 bds4 ba4,137 sqft",Littleton
"8521 Eckley Street, Littleton, CO 80125","$735,990 ",https://www.zillow.com/homedetails/8521-Eckley-St-Littleton-CO-80125/2057994792_zpid/,Open: Monday - Saturday... From 2023-08-24,"4 bds4 ba2,993 sqft",Littleton
"8732 Hotchkiss Street, Littleton, CO 80125","$756,761 ",https://www.zillow.com/homedetails/8732-Hotchkiss-St-Littleton-CO-80125/2061470865_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"4 bds4 ba2,800 sqft",Littleton
"8491 Hotchkiss Loop, Littleton, CO 80125","$829,990 ",https://www.zillow.com/homedetails/8491-Hotchkiss-Loop-Littleton-CO-80125/2059144859_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"4 bds3 ba3,111 sqft",Littleton
"8495 Big Thompson Street, Littleton, CO 80125","$899,990 ",https://www.zillow.com/homedetails/8495-Big-Thompson-St-Littleton-CO-80125/2062917516_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"5 bds4 ba3,878 sqft",Littleton
"8485 Big Thompson Street, Littleton, CO 80125","$899,729 ",https://www.zillow.com/homedetails/8485-Big-Thompson-St-Littleton-CO-80125/2059144855_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-24,"4 bds3 ba2,937 sqft",Littleton
"8415 Mount Kataka Street, Littleton, CO 80125","$518,990 ",https://www.zillow.com/homedetails/8415-Mount-Kataka-St-Littleton-CO-80125/2058057858_zpid/,Open: Monday - Saturday... From 2023-08-24,"3 bds3 ba1,375 sqft",Littleton
"12470 W Ellsworth Place, Lakewood, CO 80228","$565,000 ",https://www.zillow.com/homedetails/12470-W-Ellsworth-Pl-Lakewood-CO-80228/13766491_zpid/,Open: Sat. 1-4pm From 2023-08-23,"3 bds2 ba2,801 sqft",Lakewood
"3596 S Depew Street Unit 7, Lakewood, CO 80235","$410,000 ",https://www.zillow.com/homedetails/3596-S-Depew-St-UNIT-7-Lakewood-CO-80235/13806899_zpid/,3 hours ago From 2023-08-23,"3 bds3 ba1,796 sqft",Lakewood
"101 S Upham Court, Lakewood, CO 80226","$565,000 ",https://www.zillow.com/homedetails/101-S-Upham-Ct-Lakewood-CO-80226/13768751_zpid/,4 hours ago From 2023-08-23,"3 bds4 ba2,698 sqft",Lakewood
"6696 W Arizona Avenue, Lakewood, CO 80232","$539,000 ",https://www.zillow.com/homedetails/6696-W-Arizona-Ave-Lakewood-CO-80232/13786360_zpid/,On market Aug 24 From 2023-08-23,"4 bds3 ba2,236 sqft",Lakewood
"3334 S Ammons Street Unit 13-204, Lakewood, CO 80227","$364,900 ",https://www.zillow.com/homedetails/3334-S-Ammons-St-APT-13-204-Lakewood-CO-80227/13798588_zpid/,On market Aug 24 From 2023-08-23,"2 bds2 ba1,100 sqft",Lakewood
"745 Arbutus Street, Lakewood, CO 80401","$935,000 ",https://www.zillow.com/homedetails/745-Arbutus-St-Lakewood-CO-80401/13764206_zpid/,23 hours ago From 2023-08-23,"3 bds3 ba4,780 sqft",Lakewood
"1723 Robb Street Unit 30, Lakewood, CO 80215","$257,000 ",https://www.zillow.com/homedetails/1723-Robb-St-APT-30-Lakewood-CO-80215/13746101_zpid/,1 day on Zillow From 2023-08-23,2 bds2 ba800 sqft,Lakewood
"1535 Eaton Street, Lakewood, CO 80214","$1,650,000 ",https://www.zillow.com/homedetails/1535-Eaton-St-Denver-CO-80214/130439427_zpid/,1 day on Zillow From 2023-08-23,0.32 acres lot,Lakewood
"2405 Lee Street, Lakewood, CO 80215","$599,000 ",https://www.zillow.com/homedetails/2405-Lee-St-Lakewood-CO-80215/13745348_zpid/,On market Aug 25 From 2023-08-23,"2 bds2 ba1,060 sqft",Lakewood
"2045 Lee Street, Lakewood, CO 80215","$850,000 ",https://www.zillow.com/homedetails/2045-Lee-St-Lakewood-CO-80215/13745404_zpid/,1 day on Zillow From 2023-08-23,"3 bds2 ba3,585 sqft",Lakewood
"15480 W Asbury Avenue, Lakewood, CO 80228","$1,979,000 ",https://www.zillow.com/homedetails/15480-W-Asbury-Ave-Lakewood-CO-80228/121927280_zpid/,3D Tour From 2023-08-23,"4 bds6 ba5,665 sqft",Lakewood
"1591 S Sheridan Boulevard, Lakewood, CO 80232","$395,000 ",https://www.zillow.com/homedetails/1591-S-Sheridan-Blvd-Lakewood-CO-80232/13786912_zpid/,1 day on Zillow From 2023-08-23,"2 bds2 ba1,436 sqft",Lakewood
"35 S Harlan St S, Lakewood, CO 80226","$435,000 ",https://www.zillow.com/homedetails/35-S-Harlan-St-Lakewood-CO-80226/13769570_zpid/,1 day on Zillow From 2023-08-23,"2 bds1 ba1,788 sqft",Lakewood
"1769 S Quail Street, Lakewood, CO 80232","$875,000 ",https://www.zillow.com/homedetails/1769-S-Quail-St-Lakewood-CO-80232/13781057_zpid/,Open: Sat. 12am-2pm From 2023-08-23,"4 bds4 ba3,238 sqft",Lakewood
"1141 S Welch Circle, Lakewood, CO 80228","$803,000 ",https://www.zillow.com/homedetails/1141-S-Welch-Cir-Lakewood-CO-80228/13778982_zpid/,2 days on Zillow From 2023-08-23,"4 bds3 ba3,200 sqft",Lakewood
"6725 W Mississippi Avenue, Lakewood, CO 80226","$75,000 ",https://www.zillow.com/homedetails/6725-W-Mississippi-Ave-Lakewood-CO-80226/13771291_zpid/,2 days on Zillow From 2023-08-23,2 bds1 ba672 sqft,Lakewood
"1260 Welch Street, Lakewood, CO 80401","$719,000 ",https://www.zillow.com/homedetails/1260-Welch-St-Lakewood-CO-80401/13762813_zpid/,Open: Sat. 11am-1pm From 2023-08-23,"3 bds2 ba2,100 sqft",Lakewood
"7385 W Oregon Drive, Lakewood, CO 80232","$399,000 ",https://www.zillow.com/homedetails/7385-W-Oregon-Dr-Lakewood-CO-80232/13784867_zpid/,2 days on Zillow From 2023-08-23,"3 bds2 ba2,066 sqft",Lakewood
"10950 W Glennon Drive, Lakewood, CO 80226","$600,000 ",https://www.zillow.com/homedetails/10950-Glennon-Dr-Denver-CO-80226/13774236_zpid/,2 days on Zillow From 2023-08-23,"4 bds2 ba1,926 sqft",Lakewood
"1845 Kendall Street Unit 231, Lakewood, CO 80214","$299,950 ",https://www.zillow.com/homedetails/1845-Kendall-St-APT-231-Lakewood-CO-80214/13749770_zpid/,3 days on Zillow From 2023-08-23,2 bds1 ba746 sqft,Lakewood
